Text,Humor
"তুই না চাঁদপুর থাকস? তোর ৩১স্ট তো গতকাল ছিলো, তো আজকে সেলেব্রেট করতেসস ক্যান?",1
ফেস্টে নাচার জন্য দরকার কিন্তু আপনি মেকানিক্যাল ডিপার্টমেন্টে পড়ে।,0
অস্টে রবিবার ২দিন।,1
"ধুম্পান মৃত্যুর কারন নয়, জন্মই মৃত্যুর কারন।",1
মনখারাপ করে থাকিস না। একটা গাঞ্জাখর রেডফ্ল্যাগ ছেলে গেলে দশটা ডেন্ডিখোর রেড ফ্ল্যাগ ছেলে পাবি! ,0
"উকিলঃ ""আপনার ক্লায়েন্ট নারী নির্যাতন মামলা করবে কিভাবে, সে তো আইডেন্টিফাইস হিমশেল্ফ এস এ ওম্যান।",1
আপনি জানেন কি টম হল্যান্ড যে সারা বছরই নো নাট নভেম্বর পালন করে।,1
"তুুমি কনে, আমি বর, সাজাবো বাসরঘর।",0
"আমার ভার্সিটির ওয়েবসাইটে কি যেন হয়েছে, সিজি শুধু কম দেখায় প্রতি সেমিস্টার।",0
ভার্সিটি ৩ প্রকার।,0
"গ্রীন-টি খাওয়ার চেয়ে দুধ,চিনি দিয়ে চা খেয়ে মরে যাওয়া ভালো।",1
"আমি বলছি না আমাকে ভালো বাসতেই হবে,আমি চাই কেউ একজন অন্তত বলুক- 'টিউশন আছে,করাবা নাকি'।",0
"দাদা বিয়া করসিলো ২বার, কিন্তু দাদি মারা গেলো ৭বার।",1
ভাই রিক্সায়ালা মামা ও গাঞ্জা খায় কিন্তু তোমাদের মত মাই ডে দেয়না,0
"বুজসি বুজসি তোমরা বেস্ট ফ্রেন্ড, কিছু চলতেসেনা তোমাদের মধ্যে। মাফ করে দে।",0
"বছরটা নতুন, কিন্তু তোমার জন্য ভালোবাসা অনেক পুরানো।",0
"যেদিন আমাকে অন্য একটা মেয়ে পটায় ফেলবে, সেদিন বুঝবা।",0
"যত বেশি টক্সিক, ততো সুন্দর গার্লফ্রেন।",1
ভাই ঢাকার বাতাস অনেক দুষিত। কি করবো? পাশে দারানো ফেরিওয়ালা মামাঃ এলন মাস্ক।,1
সাপ লুদু খেলার ৯৭ ঘরের সাপটা বেডা মানুষ।,1
"ধুম্পান করতে ভয় করে, বুকের ভিতর থাকা তুমি যদি নিজ্ঞা হয়ে যাও!",1
"পাত্র পক্ষ দেখতে এসেছিলো, আমার বান্ধুবি ওদের সামনে আসসালামু আলাইকুম ইয়া আহ্লাল কবুর বলে ফেলেছে ",1
 সিগারেট খাওয়া ছেড়ে দিয়েছি কারন- বন্ধু ধুম্পানের কুফলগুলো সম্পর্কে একটি পত্র লিখে পাঠিয়েছিল।,1
"হিসু চেপে কথা বলতাম ওর সাথে, বিয়ে তো হল না, কিডনিতে পাথর হয়ে গেল।",0
"মশা পুটকির কাছেও যেয়ে পিন পিন করে, সুনতে পাননা কারন পুটকিতে কান নাই। ",1
এত সেন্টি গান ছারসে আমি নিজেও ফ্রেন্ড এর এক্সরে মিস করা শুরু করসি।,0
"জীবন আমার ভাঙ্গা ঘড়ি, ওইযে একবার ১২টা বাজসে অইখানেই আটকায় আছে।",1
"বুজঝলাম আমি ক্লাউন, কিন্তু আমি তোমার সারকাস এর অংশ নই।",0
চট্টগ্রাম এর মানুষ ঢাকায় আসে এবং অভিযোগ করে যেন তারা এসে অনেক উপকার করসে ঢাকার।,0
ব্রাউন কালচার এর জন্য বাপ কে ভালবাসি বলা থেকে বাবা খাওয়া সহজ মনেহয়।,1
"বল্লো পিএইচডি করতে চায়, কিন্তু আস্যাইমেন্ট জমা দিলো ৭৪% প্লাগারিসম।",0
"ভাবসিলাম তোমার সাথে কেমিস্ট্রি আসে, পড়ে দেখলাম অরগানিক কেমিস্ট্রি।",1
মানুষটার নাম হাসান কিন্তু তবুও কেন তার গান আমাকে কাঁদায়।,0
"সাোউলমেট খুজতে গিয়ে লুসিং মাই সোউল,মেট।",1
আমার ক্যাম্পাস নাই তো কি হইসে? তোর ক্যাম্পাস তো পানির তলে।,0
ছেলেধরা কি মেয়ে ধরেনা?,1
"প্রাইভেট উনিভার্সিটি্র পোলাপাইন মুরগি হইলে, ব্রাক এর পোলাপাইন কি টার্কি?",1
লয়ালিটি নিয়ে প্রশ্ন করার আগে জেনে রাখবেন আমি ম্যানচেস্টার ইউনাইটেড সাপোর্ট করি।,1
"নাম জান্নাতুল, কিন্তু শুধু পাপ করতে বলে।",0
"ব্রো'স বিফর হো'স, কিন্তু যদি ব্রো'স এই হো'স হয়?",0
"দামে কম,মানে ভালো, কাকলী ফার্নিচার।",0
"পশ্চিমবঙে যে চুলের ডাক্তার,মুব্বাইতে তিনি বালের ডাক্তার।",1
"ময়দা মেখে মিষ্টি হাসি, মেকমাপ ছাড়া কাজের মাসি।",0
"পা ধরে সালামি নিতে হবেনা, আমাকে পা ধরতে দাও সালামি দিয়ে দিবো।",0
"তুমি রেড ফ্লাগ না, তুমি ১০নং বিপদ সংকেত।",0
রাত হলেই বাসায় কে যেন পিঁয়াজ কাটে।,1
বলেছিলো চাঁদে নিবে নিয়ে গেলো চাঁদ-পুর।,1
মানুষকে ভুলে গোস্ট করতে করতে এতো প্যারা খাইসি যে প্যারানরমাল হয়ে গেসে।,0
"আমাকে জন সিনা ডাকো, কারন কেউ আমাকে দেখতে পারে না।",1
সেইজ এতবার হিল করলো তারপরেও এত খারাপ লাগে কেন?,1
মাংসই একমাত্র জিনিষ না যেটা কসা,1
প্রেম কি তুই ইভ্যালি তে অর্ডার করসিস যে প্রস্তাব দিতে এতদিন সময় লাগে?,1
নাম যাই হউক দিনশেষে সবাই স্যাডমান।,0
আগে টিভিতে সাকিব আল হাসানের নাম শুনলে মনে হইতো খেলার খবর চলতেছে; আর এখন শুনলে মনে হয় বিনোদন সংবাদ চলতেছে।,1
"আজ রাতে সাদা কাপড় পরা কাউকে দেখলে ভয় পাবেন না। হতে পারে উনি আপনার মরে যাওয়া আত্মীয় প্রতিবেশী, বন্ধু। এই চাঁদনি রাতে গুরুত্বপূর্ণ কিছু সিল মারতে এসেছেন।",1
"আবেগ যার ভরপুর, ভবিষ্যৎ তার চানাচুর।",0
"একটা ছেলে যদি আপনাকে পছন্দ করে, নিজেকে স্পেশাল ভাবার কোনো কারণ নেই। ছেলেরা সব মেয়েকেই পছন্দ করে।",0
"বরিশালের চমৎকার একটা দিক হলো, এখানে কেউ টিকিট না কেটে ট্রেনে চড়ে না।",1
"কী একটা দেশে বসবাস করি! পরীক্ষার আগের রাতে পড়ালেখা করে পাশ করলে দোষ নাই, দোষ শুধু আগের রাতে ভোট দিয়ে পাশ করলে!",1
"""মানুষ মূলা খায় বেশি, বায়ুদূষণ তো হবেই! আমাদের কী দোষ?""কাল্পনিক সাক্ষাৎকারে ঢাকার মেয়ররা",0
"আমি দুই সপ্তাহ ডায়েটে ছিলাম। এই দুই সপ্তাহে আমি যা হারিয়েছি তা হলো, দুই সপ্তাহ।",1
জায়েদ খান নির্বাচন করলে জীবিত এবং মৃত নারী ভক্তের ভোটেই নির্বাচিত হয়ে যেত।,1
বউ বাজার যাচ্ছি বউ কিনতে।,0
আঁখ কি? পৃথিবীর একমাত্র বাঁশ যার স্বাদ মিষ্টি।,1
জীবনটা যদি স্টার জলসার জবার মতো হতো! তাইলে আজকে আমিও জীবন যুদ্ধে আগাই যাইতাম।,0
আমরাই সেই বাঙালি যারা ফোনে বাংলা মোড অন করলে কিছু বুঝিনা।,0
আম্মু বলসে *নষ্ট ফ্রেন্ডদের সাথে মিশবিনা*। ওনাকে কে বুঝাবে ওদের লিডারই তো আমি।,0
ভাইয়া বলে আহত করার চেয়ে আঙ্কেল বলে একবারে নিহত করে দাও৷,0
"ফিউচার ডুবে যাচ্ছে সেদিকে খেয়াল নেই ,এদিকে সূর্য ডোবার ছবি তুলতে ব্যাস্ত",0
ট্রাস্ট ইস্যুজ এতটাই বেড়ে গেছে যে এমসিকিউ এর সব অপশন ভুল মনে হয়। ,0
"আমি একজন গর্ভবতী নারীকে লাথি মেরেছিলাম, যখন আমি তার পেটে ছিলাম",1
"১ টি ছাগলের সর্বনিম্ন দাম ৮০০০ টাকা,আর আপনি বিক্রি হচ্ছেন ৫০০ তে!",1
একটা মাছ পানি তে ডুবে যাচ্ছিলো আমি তুলে এনে মাটিতে রেখে দিচ্ছি এখন সে খুশিতে লাফাচ্ছে একেই বলে মানবতা ,1
"বান্ধবী লাভ লেটার দিছিলো, আমি সাজেশন ভাইবা ফটোকপি করে বন্ধুদের সব দিয়ে দিছি",0
"বৌকে আরবী শিখান, ঝগড়া লাগলে দুজনেই আরবীতে ঝ/গড়া করবেন। প্রতিবেশী ভাববে দোয়া চলতেছে",0
"ভালো ছেলেদের কপালে নাকি দজ্জাল বউ জোটে,""'কথা টি শুনাপর থেকে চোখের পানি কিছুতেই থামাতে পারছি না!",1
মশা ছাড়া কেউ আমারে জীবন দিয়ে ভালোবাসে না এতো মারি তাও আমার কাছে আসে,0
"লাইফ পার্টনার হতে হবে একদম সরকার এর মতো, কেয়ামত পর্যন্ত থাকতে চাবে",
"যদি তোমার এক্স তোমার সাথে প্রতারণা করে, এখনই যমুনা টেলিভিশনের সাথে যোগাযোগ করো থলের বিড়াল বাইরে আনতে তারা ওস্তাদ।",1
"নারীরা নাকি দুর্বল!এইদিকে শহরের সব দেয়ালে পুরুষের দুর্বলতার বিজ্ঞাপন:)",1
বিন বাজায়লাম না তারপরেও লাইফে এতো সাপ কোথায় থেকে আসলো,0
জীবনে উন্নতি করতে চাও? তাহলে আমাকে বিয়ে করো,0
জীবনে একটা প্রেম ও করি নাই এক্স এর কসম ,0
বাচ্চাদের মতো রিলেশনশিপ স্টেটাস দেয়ার ইচ্ছা আমার নেই একদিন বিয়ের পিক দিয়ে সবাইকে অবাক করে দিবো,0
"ডিভোর্স বা ছ্যাকা খাওয়ার পর একটা মেয়ে যত ধরনের হাদিস পোষ্ট করে। আমার ধারণা তত হাদিস কোন হুজুরও জানেনা।",0
"ভাইয়া ডাকার আগে ভাবি খুঁজে দিবেন!!ধন্যবাদ",1
"শয়তানের ধোঁকায় পরে তোমাকে ভালোবেসেছিলাম শেষ মেশ তুমিও ধোঁকা দিয়ে দিলা",0
"বংশ যতই ভালো হোক না কেন নানীর মাইয়া অজাতের বংশ বলবেই",1
গালি দিয়ে অযথা পাপ করবেন না‌ শুধু সেম টু ইউ বলে এগিয়ে যাবেন,0
ক্লাশে ঠিকমতো পড়া পারে না আবার ইন্সটা তে পোস্ট দেই আস্কমি এনিথিং,0
মাহির ভোটের সংখ্যা থেকে আমার এক্স এর সংখ্যা বেশি ছিল। বলে জানিয়েছেন শাকিরা নামের এক তরুণী,0
"মাহিয়া মাহির ভোট আর আমার জীবনের প্রেমের সংখ্যা  এক",1
"তেমন কিছু না, বিয়ের একদিন পর জানতে পারলাম আমার বৌ টিকটক করে",0
আপনার স্বামীকে রোজ দুধ খাওয়াবেন হারামজাদা খায় না খালি টিপে,1
"দুইডা রুটি বিস্কিট দিসিলো তাই আইয়া পড়লাম ভোট দিতে",1
"বিমানের সাথে দৌড় প্রতিযোগিতা করছিলাম,হারামজাদা না পেরে উড়ে গেলো….",1
"এক্স এর বিয়েতে, খালি গিফট বক্স দিয়ে আসবো।তখন সেও বুঝবে ধোঁকা কাকে বলে",1
"যদি তোর ডাক শুনে কেউ না আসে,তাহলে সোজা হিসাব তোরে ডাকলে তুইও যাবি না",0
আগে ধনী লোকেরা পয়সার বিনিময়ে গরিব মেয়েদের নাচ দেখতো…এখন সেই ধনী লোকদের মেয়েরা টিকটকে নাচ দেখিয়ে তাদের বাপ দাদার ঋন শোধ করছে…,0
"বিয়ের উদ্দেশ্যে প্রেম করা আর কুরবানির উদ্দেশ্যে গরু চুরি করা একই কথা",1
গোপনে পাপ মানুষকে ধ্বংস করে দেয়। আর গোপনে ইবাদত মানুষকে শ্রেষ্ঠ মর্যাদা দান করে।,0
"উপর তলায় একরুম ভাড়া দেওয়া হবে সাথে এটাস্ট বাথরুম ও কিচেন আছে।",0
"জীবনে অনেক পাপ করেছি কিন্তু কখনো,মা কে মম, বাবা কে বােম, আর বোন কে ডোম বলে ডাকিনি!",0
"চলার পথে একটা সঙ্গীর খুব প্রয়োজন, কারন টোটো ওয়ালা একা নিয়ে যেতে চায়না, নিয়ে গেলেও ভাড়া বেশি চায়",1
"তুই আমার মাথা, মাথার মতো থাকবি, ভালো ভালো আইডিয়া দিবি, তুই কেন হঠাৎ জালন্ত চুলার মতো গরম হয়ে যাবি? কি সমস্যা তোর? বল আমারে",0
মেহমান: আপনার মেয়ে কই? ওকে কখনো দেখি না। আব্বু: বাসায় মেহমান আসলে ওরে আমরাও আর দেখিনা।,1
"একটা ছিলো সোনার কন্যা, মেঘবরণ কেশ, চুল পড়তে পড়তে এখন সবশেষ।",0
"আমি সাধারন একজন মানুষ,আমি স্নান করতে করতে জীবন বদলে দেওয়ার মতো ডিসিশন নিই, আর জামা কাপড় পরার সঙ্গে সঙ্গে সেটা ভুলে যাই।",0
"আছি ফেলে তুলোঘাসের পুষ্পে উড়ে বেড়াই, প্রতিবেশি যতো অন্যের আভিলায়",0
"টুয়েলভ এর পর কলেজে ওঠা টাই ভুল হয়েছে, ভাই। পড়া ছেড়ে দিলে ভালো হতো ",1
"নিজেকে কখনো খারাপ ভাববেন না, কারন সেটা ভাবার জন্য পাড়ার লোক আছে",1
"প্রতিদিন ঘুমিয়ে পড়ার আগে ভাবি যাই হোক",0
"স্বাধীনতা কেউ দেয়না, ছিনিয়ে নিতে হয়' তাই বলে তুই অন্যের বয়ফ্রেন্ড ছিনিয়ে নিবি, এ কি",0
"স্বাধীনতা কেউ দেয়না, ছিনিয়ে নিতে হয়. এজন্যই কি নিতু আমার বয়ফ্রেন্ড ছিনিয়ে নিয়েছে তোর বয়ফ্রেন্ডের নাম কি? স্বাধীনতা",1
"বুদ্ধি থাকলে সব সম্ভব",0
"এগারো এর পর যদি বারো হয়, তাহলে একুশ এর পর বাকুশ হয় না কেন.!?",1
"আমি একশো বছর বন্দী হতে রাজি যদি কারাগারটা হয় তোমার দুটি চোখ!",0
"শুধু চেহারাটার কারণে ঠকে গেছি,না হয় দু'চারটা মেয়ে আমিও পটাতে পারতাম!",0
"আমরা সবসময় ভুল মানুষের কাছে ক্লিভেজ বের করি",0
"হাসতে হাসতে খানকি মাগি হয়ে গেলাম",0
একটু আগে শুনলাম এলাকার এক ফুচকাওয়ালাকে পুলিশ গ্রেফতার করেছে মাদকদ্রব্য বিক্রির অপরাধে।আসলে মানুষের সম্পর্কে আমরা কত কম জানি। আমি প্রায় দেড় বছর ধরে উনার নিয়মিত কাস্টমার।অথচ আজকের আগে জানতামই না যে উনি ফুচকা বিক্রি করেন।,1
"যারা বলে টাকা দিয়ে সুখ কেনা যায় না; তাঁরা আসলে জানে না কোথায় শপিং করতে হয়।",0
"বাবা আমার বোনের নাম নয়ন তারা কেন? বাবা: কারণ তোমার মা আমার চোখ অনেক ভালোবাসে ..ও আচ্ছা বাবা থ্যাঙ্ক ইউ কোন সমস্যা নাই দুদুমিয়া",1
"৭ তরিখে নানীকে কল দিয়ে আমি.“হেলো নানী আমার মরহুম নানা যিনি ৩০ বছর আগে মারা ও গেছিলেন, তিনি একটু আগে নৌকায় ভোট দিয়ে গেছে",1
"আচ্ছা আজকে তো ছয় তারিখ তাহলে কি চাঁদপুরে আজকে ভোটাভুটি শেষ",1
"কোথায় পড়িস??সাত কলেজে একটাতে পড়ে কুল পাইনা সাত টাতে পড়ার টাইম পাস কিভাবে?",1
"এই কয়টা চুল কাঠমো না গুনমু কালার কর",1
প্রপোজ আমিও পাইছিলাম কিন্তু আইডিটা আমার বন্ধুর ফেক আইডি ছিল,0
"মোটামুটি সবই বুঝি শুধু মোবাইলের সেটিংস বাংলা করলে আর কিছুই বুঝিনা",0
তুই কিসের জান্গিয়া পড়িছ রুপার ..তাহলে রুপা কি পরে হারামজাদা রুপা কোম্পানির নাম,1
মানুষ কান দিল বাংলার জন্য কিন্তু চাকরি হয় না ইংরেজির জন্য,0
মালয়েশিয়ায় অবৈধ বাংলাদেশীদের জন্য সুখবর,0
লতিফ সিদ্দিকীর আন্দোলনের মুখে ৪ কর্মীকে ছেড়ে দিল পুলিশ,0
নওগাঁয় ট্রাক-পিকআপ সং-ঘর্ষে নিহত ৩,0
চলে গেলেন সর্বকালের অন্যতম সেরা ফুটবলার বেকেনবাওয়ার।,0
অধিনায়ক ও কোচ হিসেবে জার্মানির হয়ে দুটি বিশ্বকাপ জেতা কিংবদন্তি ফুটবলার ফ্রাঞ্জ বেকেনবাওয়ার মারা গেছেন।,0
মাতৃত্বকালীন বিরতি শেষে প্রিয় টেনিস আঙিনায় ফেরা এই জাপানি তারকা নিজেকে ফিরে পেতে চান একটু একটু করে।,0
আবারও সংসদ সদস্য মাশরাফি,0
"দল থেকে বাদ শ্রেয়াস আইয়ার, ফ্লপ দক্ষিণ আফ্রিকায়; পরবর্তী টেস্ট সিরিজে সুযোগ মিলবে কি?",0
শেরপুরে ১৬ প্রার্থীর ১১ জনেরই জামানত বাতিল,0
দ্বাদশ জাতীয় সংসদ নির্বাচনে আওয়ামী লীগের পর সবচেয়ে বেশি ৬২টি জয়ী হয়েছেন স্বতন্ত্র প্রার্থীরা।,0
দ্বাদশ জাতীয় সংসদ নির্বাচনে সারা দেশে বেসরকারিভাবে নির্বাচিত ২৯৮ জন সংসদ সদস্যের মধ্যে বয়সে সবার ছোট আজিজুল ইসলাম।,0
বেনাপোল এক্সপ্রেসে আগুন,0
মেডিকেলের ভর্তি বিজ্ঞপ্তি প্রকাশের সময় পেছাল,0
ঢাকা-৪ আসনের নির্বাচনের ফল হাইকোর্টে স্থগিত,0
"আবারো তুমব্রু সীমান্তে বিস্ফোরণের শব্দ, এলাকায় আতঙ্ক",0
সিসিইউ থেকে আবার কেবিনে খালেদা জিয়া,0
শান্তি আলোচনা নিয়ে ইউক্রেনের সঙ্গে পশ্চিমাদের গোপন বৈঠক,0
ঝিনাইদহে আওয়ামী লীগ কর্মীকে কুপিয়ে হত্যা,0
নওগাঁর মান্দায় ট্রাক ও পিকআপের সংঘর্ষে তিনজন নিহত হয়েছে।,0
ফ্রান্সের কনিষ্ঠতম প্রধানমন্ত্রী গ্যাব্রিয়েল আত্তাল,0
,0